step,lambda
31917000,20.686964999999976
1631000,14.80227644067795
90440000,9.220554728682169
14204000,14.479007966804957
29122000,19.684247093023227
26403000,18.506162352941146
74567000,13.727969074407893
11635000,14.495498857142845
10287000,14.620653220338967
3607000,15.76644124999998
21512000,15.77303497142855
61444000,12.21745392754512
60225000,14.796926809795206
99334000,12.584116567164173
2683000,15.347142711864393
93342000,10.974427172413792
68297000,3.8287069813178265
3243000,15.503998192090384
38766000,16.095127205882342
6993000,15.528766440677947
49890000,22.981298989898995
99849000,12.546893533834579
23160000,17.44405966101693
81610000,5.334712391111106
89440000,11.356315570776252
39227000,15.841168939393935
13426000,14.620606910112347
23394000,17.55157108571427
71863000,12.969565178959538
89221000,10.847416747657654
95821000,12.692739529411751
35677000,20.931770779220763
79349000,7.452347620678568
92206000,8.777711084596513
51285000,23.636739560439572
69699000,3.202176359377986
30571000,9.452883703453605
22495000,13.389321417817678
22427000,15.187108956652695
38254000,16.052461178695644
82071000,9.443082630295699
20247000,15.966309830508454
21144000,15.735154689265519
97483000,14.402346937499992
96678000,10.702869602649008
48779000,12.44797855006827
26218000,18.79956666666664
24435000,17.863432426035484
44069000,15.622906875472623
4260000,16.03235491525422
48867000,14.583639062677152
17136000,16.357283764705866
33583000,20.692367832167808
92279000,8.751966119328639
40816000,15.833905859374998
97959000,13.342572353514369
23869000,17.58497039999998
15708000,9.505608497268037
34612000,21.162767586206876
42621000,21.007324944649454
36178000,21.06699801324501
24210000,17.79823418604649
85643000,5.145239445633802
78808000,7.807417178309177
26305000,18.668587356321815
17294000,16.040041264367797
65949000,9.546444297038326
4329000,16.015843841807893
95216000,9.386273159359448
45120000,15.815337787727259
30744000,9.669547696275506
27779000,19.705849714285684
72912000,4.136680816956518
79327000,7.539400155283686
33561000,20.791340714285695
29397000,19.18364508021388
30372000,9.724307860253804
82949000,6.660200151228067
94020000,12.402280437499991
35417000,20.825009677419338
99845000,12.51393383458646
73212000,3.8217359572596115
26633000,18.52016114285711
91739000,9.857932890955235
80700000,4.244932302199997
34381000,20.9877924657534
10549000,14.595601954022975
24037000,17.56789220338981
55218000,1.2402502557983233
56403000,6.187365642133889
8233000,15.228085955056164
56349000,11.540060438148158
14860000,9.592715812538856
54839000,1.2770880485714318
14532000,14.849562415340298
42650000,21.447020079681288
90142000,9.040783165467628
8615000,15.140753502824841
89916000,8.496085947571428
45033000,16.015479014776105
56801000,5.516540885779809
72352000,4.480703543981041
61708000,12.207230644525543
24603000,17.70823706214687
80319000,4.300250525904758
22079000,15.232315656565637
70413000,6.1780632859926445
70284000,5.782199277812497
98096000,13.684762340730334
85823000,4.9761431347297265
81274000,4.999006921729317
15445000,9.452883703453605
30793000,14.145145199040705
14449000,14.95161339039284
34711000,21.051914482758598
73654000,15.037302742198577
18387000,16.06533159090907
82524000,8.887012837727275
24433000,17.904478117647038
18698000,15.666813124999983
61367000,12.322248314909086
59249000,2.956694649824554
51817000,14.572184865091739
